样本索引,基线值,Conju-Max-Distance_SHAP,Wavelength_SHAP,ET(30)_SHAP,PEOE-Charge_SHAP,Atomic-LogP_SHAP,Atomic-MR_SHAP,rg_SHAP,SHAP总和,重建预测值,模型预测值,误差
521,5.997935,0.5635005,0.050877433,0.11544904,0.24497373,-0.16099182,0.34075522,0.2206692,1.3752333,7.373168,7.373165,2.861023e-06
522,5.997935,0.75073457,-0.1393904,-0.12288752,-0.023746826,-0.25967968,-0.23151423,-0.054637205,-0.081121296,5.9168134,5.916819,5.722046e-06
523,5.997935,0.75334793,-0.15445584,-0.103037074,-0.02122022,-0.18837665,-0.24762334,0.04624705,0.08488187,6.0828166,6.0828223,5.722046e-06
524,5.997935,0.23985039,-0.18240045,-0.10470391,-0.14496882,-0.36972824,-0.008448647,-0.20284815,-0.77324784,5.224687,5.224684,3.33786e-06
525,5.997935,0.1483016,-0.21452542,-0.100949965,-0.13745008,-0.4420127,-0.19357796,0.21057852,-0.72963595,5.268299,5.2682962,2.861023e-06
526,5.997935,0.12288596,-0.24393629,-0.11890413,-0.26648703,-0.48604625,-0.23267916,0.13506293,-1.090104,4.9078307,4.9078293,1.4305115e-06
527,5.997935,-0.25397652,-0.33260635,-0.14672266,-0.30263653,-0.2652318,-0.20950675,0.22356217,-1.2871186,4.7108164,4.7108164,0.0
528,5.997935,-0.7419479,-0.24063872,-0.102607794,-0.4950043,0.08255276,-0.28848585,0.14889129,-1.6372405,4.3606944,4.3606925,1.9073486e-06
529,5.997935,-0.4539344,-0.031258073,0.06297338,0.3128123,0.22970866,0.57787997,0.34763744,1.0458193,7.043754,7.043753,9.536743e-07
530,5.997935,-0.020230493,-0.14260025,0.013406288,-0.39624554,0.091494545,0.040986083,-0.21921948,-0.6324088,5.365526,5.3655205,5.722046e-06
531,5.997935,-0.110986285,-0.14015462,0.037640095,-0.39118603,0.12685882,-0.07115762,0.014060353,-0.5349253,5.4630094,5.463006,3.33786e-06
532,5.997935,-0.08680412,-0.23034276,-0.014304069,-0.43112257,-0.28680614,0.061927315,-0.10597538,-1.0934278,4.904507,4.904503,4.2915344e-06
533,5.997935,-0.09738536,-0.23356597,-0.08387047,-0.8726487,-0.0021497607,0.08128079,-0.5792908,-1.7876303,4.2103043,4.2103024,1.9073486e-06
534,5.997935,0.09205317,0.031756178,0.22980991,0.123686194,-0.048117347,0.7005916,-0.0652476,1.064532,7.0624666,7.062466,4.7683716e-07
535,5.997935,0.11732914,0.026234565,0.22292122,0.2898894,-0.050961513,0.7968454,0.31826812,1.7205262,7.718461,7.718461,0.0
536,5.997935,0.32318953,-0.058125723,-0.065839075,-0.13781685,0.17652996,0.22725868,0.3917935,0.85699,6.8549247,6.8549223,2.3841858e-06
537,5.997935,0.24734916,-0.107545145,-0.07627356,-0.23615345,0.14064662,-0.23144962,0.36092642,0.09750041,6.095435,6.0954356,4.7683716e-07
538,5.997935,-0.49729085,-0.12785268,0.020812914,-0.1046506,0.12028798,0.31064242,-0.08060691,-0.35865775,5.639277,5.6392756,1.4305115e-06
539,5.997935,0.29160964,-0.087567925,-0.062086303,-0.12841469,0.13822886,-0.058616754,0.28276178,0.37591463,6.3738494,6.373848,1.4305115e-06
540,5.997935,0.26700035,-0.011549117,0.041654084,0.2658883,0.15784499,0.29232693,0.042032097,1.0551977,7.0531325,7.0531344,1.9073486e-06
541,5.997935,-0.078695685,-0.124782935,-0.0064476244,0.046456702,0.19086035,-0.21164691,-0.077426836,-0.26168296,5.736252,5.736248,3.8146973e-06
542,5.997935,0.19048178,0.6439875,0.062278613,0.42516482,0.25931844,0.32916328,0.31660405,2.2269986,8.224934,8.224936,1.9073486e-06
543,5.997935,-0.37581974,-0.055412557,0.12973554,0.49181736,-0.2116715,0.017999597,0.317532,0.3141807,6.3121157,6.312116,4.7683716e-07
544,5.997935,0.2787244,-0.074573345,0.038644746,0.3198429,0.18576726,0.5585397,-0.029184282,1.2777612,7.275696,7.2756968,9.536743e-07
545,5.997935,-0.7878307,-0.25432688,-0.07372619,0.19248512,-0.049681485,0.06682089,-0.2550034,-1.1612628,4.836672,4.836675,3.33786e-06
546,5.997935,-0.617411,0.2566512,-0.058915023,0.24156518,0.018009897,0.23893768,-0.40586713,-0.32702923,5.6709056,5.670908,2.3841858e-06
547,5.997935,-0.40260586,0.14313628,0.06524696,0.34836662,-0.030023554,0.21774691,-0.09059042,0.25127697,6.249212,6.2492146,2.861023e-06
548,5.997935,-0.001709833,-0.27666315,-0.028213795,-0.4062586,-0.4823506,-0.070656896,-0.016839799,-1.2826926,4.7152424,4.715244,1.4305115e-06
549,5.997935,-0.06615475,-0.1439424,-0.10960583,-0.48561975,-0.52819055,-0.3552309,0.19617915,-1.492565,4.5053697,4.505373,3.33786e-06
550,5.997935,-0.23382823,-0.24342303,-0.114982635,-0.69327843,-0.66319156,-0.22848555,-0.02071133,-2.1979008,3.800034,3.8000307,3.33786e-06
551,5.997935,-0.12764488,-0.43824917,-0.11732756,-0.65817857,-0.6045509,-0.56576043,-0.5497245,-3.061436,2.9364989,2.9364977,1.1920929e-06
552,5.997935,-0.34571227,0.4812842,-0.04650914,0.63226247,0.16522323,0.05546741,0.072486356,1.0145023,7.012437,7.0124326,4.2915344e-06
553,5.997935,0.06849987,0.6977398,0.05959731,0.45907915,0.278808,0.050806005,0.31571528,1.9302455,7.92818,7.9281774,2.861023e-06
554,5.997935,0.22387758,0.31346586,0.03271523,0.44070473,0.19949688,0.13507807,0.34939066,1.694729,7.6926637,7.692665,1.4305115e-06
555,5.997935,0.99788326,0.45469132,0.010892618,0.55373967,0.22631459,0.1624531,0.1717202,2.577695,8.57563,8.575624,5.722046e-06
556,5.997935,0.2639642,0.7876725,0.008840756,0.45679277,0.22055884,0.12169769,0.3577598,2.2172866,8.215221,8.215216,5.722046e-06
557,5.997935,0.9421921,0.72213894,0.009094801,0.5615871,0.2148267,0.2787346,0.39338106,3.1219554,9.11989,9.119887,2.861023e-06
558,5.997935,-0.054089393,-0.17715484,-0.014982411,-0.14268994,-0.3396925,-0.022840261,-0.2995809,-1.0510303,4.9469047,4.946907,2.3841858e-06
559,5.997935,-0.267636,-0.20123805,-0.04393167,-0.044877574,-0.26489386,0.07740035,-0.23700951,-0.9821863,5.0157485,5.0157495,9.536743e-07
560,5.997935,-0.16720234,-0.18005319,-0.010293544,-0.0444698,-0.31034988,-0.032855436,-0.19126502,-0.9364892,5.0614457,5.061447,1.4305115e-06
561,5.997935,-0.05672043,-0.20179926,0.008563198,0.013554059,-0.269609,0.16315569,-0.23722255,-0.5800783,5.4178567,5.417856,4.7683716e-07
562,5.997935,-0.11868779,-0.11553668,-0.06592844,0.107167214,0.11876457,-0.05220649,-0.20004594,-0.32647353,5.671461,5.6714597,1.4305115e-06
563,5.997935,-0.034785222,-0.11195435,-0.052463792,0.20129128,0.1759234,0.09149061,-0.22438216,0.045119762,6.0430546,6.0430527,1.9073486e-06
564,5.997935,0.39527032,-0.094011575,0.02004953,0.1413276,0.16738279,0.18847932,0.19952706,1.018025,7.0159597,7.0159574,2.3841858e-06
565,5.997935,0.6514435,-0.17063715,0.100051194,0.04225874,-0.13787816,0.08719098,0.3327792,0.90520823,6.903143,6.90314,2.861023e-06
566,5.997935,-0.1492189,-0.18264991,-0.014216519,-0.25879103,-0.19701421,-0.07326451,-0.41865775,-1.2938129,4.704122,4.7041216,4.7683716e-07
567,5.997935,0.10271537,-0.10135819,-0.056231976,-0.26107708,-0.21746191,0.19292437,0.14730833,-0.19318105,5.804754,5.8047595,5.722046e-06
568,5.997935,0.10721485,-0.16920416,-0.11309337,-0.37799546,-0.3553703,0.14683266,0.16408534,-0.5975305,5.4004045,5.4004083,3.8146973e-06
569,5.997935,0.018299947,-0.30725437,-0.08533852,-0.2089149,-0.29994386,-0.46972507,-0.06882825,-1.421705,4.57623,4.576228,1.9073486e-06
570,5.997935,0.6382517,-0.19350502,-0.027973643,-0.049167823,-0.24596754,-0.38181782,0.12875552,-0.13142459,5.8665104,5.8665085,1.9073486e-06
571,5.997935,0.13510297,-0.09672129,0.018813835,0.16247384,0.263454,0.06725767,0.119624674,0.67000574,6.6679406,6.6679378,2.861023e-06
572,5.997935,0.7905378,-0.055519834,0.051370043,0.25205323,0.4595831,0.2763823,0.059144214,1.8335508,7.8314857,7.8314834,2.3841858e-06
573,5.997935,0.7547382,-0.07274636,0.08510423,0.26430538,0.45503896,0.24957809,0.18379699,1.9198155,7.9177504,7.9177513,9.536743e-07
574,5.997935,0.07570459,-0.13804728,-0.05680951,-0.3464909,-0.8097762,-0.20456848,0.17903484,-1.3009529,4.696982,4.6969843,2.3841858e-06
575,5.997935,0.31140327,-0.1310949,-0.009415714,-0.2717824,-0.5466604,-0.00430003,0.083314374,-0.56853586,5.429399,5.4293995,4.7683716e-07
576,5.997935,0.2619323,-0.09096922,-0.10133259,0.014377436,-0.5930606,0.07170949,0.24969575,-0.18764746,5.8102875,5.8102856,1.9073486e-06
577,5.997935,0.04824103,-0.0803678,-0.055399437,-0.20720594,-0.046112143,0.09934267,0.078223616,-0.16327801,5.8346567,5.834658,1.4305115e-06
578,5.997935,0.10502616,-0.03368224,-0.012265179,0.014966694,-0.63070405,0.030797126,-0.094857134,-0.62071866,5.3772163,5.3772163,0.0
579,5.997935,0.640528,-0.14678909,-0.010503193,-0.2774995,-0.5162475,0.01558015,0.08615483,-0.20877628,5.7891583,5.789161,2.861023e-06
580,5.997935,1.2099773,-0.06992343,-0.036155358,-0.2020069,-0.42650658,0.09956025,0.02072729,0.59567255,6.5936074,6.593607,4.7683716e-07
581,5.997935,0.24224883,-0.19288561,-0.030196173,-0.22996266,-0.66561115,-0.009489568,0.046706814,-0.8391896,5.1587453,5.1587462,9.536743e-07
582,5.997935,0.20986578,-0.1044192,-0.10822649,-0.26869488,-0.6222325,0.068693206,0.25134438,-0.5736697,5.424265,5.4242663,1.4305115e-06
583,5.997935,0.20658837,0.23407802,-0.0020269444,0.25825912,0.35075665,0.2216788,0.48671207,1.7560462,7.753981,7.753981,0.0
584,5.997935,0.3288827,-0.072977096,0.021968981,0.14197475,0.14947608,0.18226379,-0.078284696,0.67330456,6.6712394,6.6712427,3.33786e-06
585,5.997935,0.7165233,-0.27211383,-0.07631314,-0.13320059,-0.29068124,0.13249248,0.13932368,0.21603066,6.2139654,6.213968,2.3841858e-06
586,5.997935,0.59824073,0.4567382,0.0054344684,0.16473147,0.19727607,0.41739988,0.33940968,2.1792307,8.177166,8.177161,4.7683716e-06
587,5.997935,0.6864632,0.46478146,0.031971138,0.23366685,0.21705602,0.44642654,0.4641322,2.5444975,8.542433,8.542435,1.9073486e-06
588,5.997935,0.053904414,0.37014985,0.15652871,0.14403556,-0.028753841,0.28966928,0.29866257,1.2841966,7.282131,7.282133,1.9073486e-06
589,5.997935,0.45869938,-0.15586585,-0.057321083,-0.37099922,0.12283682,0.035238035,0.5612691,0.59385717,6.591792,6.5917897,2.3841858e-06
590,5.997935,0.7309356,-0.3102088,-0.19825983,-0.1437747,-0.30948114,0.0595262,-0.030365262,-0.20162795,5.796307,5.7963057,1.4305115e-06
591,5.997935,0.24102293,-0.42587766,-0.16409934,-0.6277176,0.032004762,-0.13269159,-0.4076622,-1.4850206,4.512914,4.5129137,4.7683716e-07
592,5.997935,-0.43827537,-0.30426848,-0.20318514,-0.2604946,-0.42745036,-0.034249917,0.13615005,-1.5317738,4.466161,4.4661613,4.7683716e-07
593,5.997935,0.1902174,-0.23472296,-0.14448072,-0.4229336,0.03415364,-0.30636564,-0.32507524,-1.2092072,4.7887278,4.788725,2.861023e-06
594,5.997935,0.8982072,0.6455559,0.21409687,-0.03976859,-0.033807803,0.28139132,0.67480296,2.6404781,8.638412,8.6384115,9.536743e-07
595,5.997935,-1.1565547,-0.16297202,-0.064680755,-0.37095824,-0.029078625,0.0134319,0.2958279,-1.4749845,4.52295,4.52295,0.0
596,5.997935,-0.96027505,-0.1379945,-0.025428185,-0.18546778,0.1252451,0.046944026,-0.13193744,-1.2689137,4.729021,4.729016,5.2452087e-06
597,5.997935,0.21984684,-0.15529448,0.05865725,0.39329252,0.25488847,0.08996748,-0.07526095,0.78609717,6.784032,6.784028,3.8146973e-06
598,5.997935,0.03550542,-0.23209837,0.0228611,0.31724554,0.29088217,0.18951827,0.3170858,0.9409999,6.938935,6.9389386,3.8146973e-06
599,5.997935,0.491461,0.29953793,-0.0098684,0.25741634,0.15432487,0.07897045,0.32796484,1.599807,7.597742,7.5977416,4.7683716e-07
600,5.997935,0.41806507,-0.26690772,0.0075113224,-0.3977593,0.10977036,-0.044633113,0.3203424,0.14638901,6.144324,6.1443224,1.4305115e-06
601,5.997935,-0.005051838,-0.23551893,0.0029660356,0.15765816,0.28104243,0.33133024,0.24901722,0.78144336,6.779378,6.779375,2.861023e-06
602,5.997935,0.52019507,-0.050161302,0.04981905,-0.17847826,0.14002503,-0.21122624,0.30679882,0.5769722,6.574907,6.574901,5.722046e-06
603,5.997935,0.49165106,-0.098306015,0.04940199,0.204344,0.19561918,-0.26584065,0.2372157,0.81408525,6.8120203,6.8120136,6.67572e-06
604,5.997935,0.15284777,-0.17422798,0.04641558,0.3729213,-0.0065980135,0.28718555,0.48272806,1.1612723,7.1592073,7.1592054,1.9073486e-06
605,5.997935,0.17482255,-0.18694213,-0.0935645,0.39251822,0.29068458,0.19220248,0.3292896,1.0990107,7.096946,7.096944,1.9073486e-06
606,5.997935,0.3529713,-0.27757683,-0.09362267,-0.060101185,-0.017891018,-0.17405197,0.19592983,-0.07434255,5.923592,5.9235907,1.4305115e-06
607,5.997935,0.12962715,-0.0042999936,0.077674374,0.33992144,0.2725722,0.28993222,0.31979287,1.4252203,7.423155,7.423152,2.861023e-06
608,5.997935,1.0249355,-0.021400707,0.12204424,-0.058084752,0.16240942,0.5755266,-0.04640364,1.7590266,7.7569613,7.756965,3.8146973e-06
609,5.997935,0.75503165,0.017696764,0.10014303,0.2518049,0.23636293,0.2767533,0.3816867,2.0194793,8.017414,8.01742,5.722046e-06
610,5.997935,1.1896493,0.02737067,-0.12088801,0.25315323,0.19394691,0.21619704,0.44897532,2.2084045,8.206339,8.206338,9.536743e-07
611,5.997935,0.77106345,-0.1731683,0.016980667,0.14547054,0.163012,0.1214921,0.041282967,1.0861335,7.0840683,7.084069,4.7683716e-07
612,5.997935,0.7771526,-0.17725624,0.0053863646,0.13265146,-0.03844424,0.14894503,0.2751993,1.1236343,7.121569,7.121569,0.0
613,5.997935,1.4853243,-0.054020397,0.027199257,0.08636753,0.1690113,0.12429135,0.17180751,2.0099807,8.0079155,8.007923,7.6293945e-06
614,5.997935,0.99169004,-0.08188697,0.02920408,0.1302927,0.17949037,0.14901382,0.38438278,1.7821867,7.780122,7.7801228,9.536743e-07
615,5.997935,0.13261394,-0.15961154,0.009504491,0.18858646,0.1545786,0.05082727,0.4165448,0.79304403,6.790979,6.7909775,1.4305115e-06
616,5.997935,0.26937008,-0.07477949,0.010807748,0.09165226,0.16380982,0.058013707,0.41056052,0.92943466,6.9273696,6.9273696,0.0
617,5.997935,0.83700204,-0.1209421,0.007901308,0.20579626,0.19105488,0.15175876,0.36779606,1.6403673,7.638302,7.6383,1.9073486e-06
618,5.997935,1.1780111,-0.28711218,-0.16159262,-0.13331893,-0.32564473,0.011608636,-0.1600872,0.12186402,6.1197987,6.1197968,1.9073486e-06
619,5.997935,0.3303682,-0.3373847,-0.1026177,-0.092651576,-0.24991928,0.0006299129,0.010321543,-0.4412536,5.556681,5.5566835,2.3841858e-06
620,5.997935,-0.9394805,-0.4610476,-0.104407534,-0.54865676,-0.002725147,-0.39860454,-0.08147688,-2.5363991,3.4615357,3.461536,2.3841858e-07
621,5.997935,-0.9345325,-0.38491103,-0.096398756,-0.5147301,-0.56635374,-0.08094724,-0.6144567,-3.19233,2.805605,2.8056042,7.1525574e-07
622,5.997935,-0.6564123,0.121535614,-0.018497104,-0.06813792,-0.05914369,-0.3549553,-0.10238464,-1.1379954,4.8599396,4.8599415,1.9073486e-06
623,5.997935,-0.6472512,-0.41234103,-0.081053555,-0.3416703,-0.096345745,-0.31080067,-0.5854075,-2.47487,3.5230649,3.5230668,1.9073486e-06
624,5.997935,-0.11653372,-0.41153875,-0.018610958,-0.5406651,0.01102143,-0.40335706,-0.18448979,-1.6641738,4.333761,4.3337584,2.861023e-06
625,5.997935,0.17654413,-0.19990511,-0.16378528,-0.5793442,0.019163491,-0.2863422,-0.4026673,-1.4363365,4.5615983,4.561595,3.33786e-06
626,5.997935,1.0516891,-0.107078426,-0.18496661,-0.5930985,0.08122099,-0.18272488,0.27807456,0.34311622,6.341051,6.3410516,4.7683716e-07
627,5.997935,-0.1863566,0.25259084,0.09955617,-0.18106668,-0.24091831,0.26195285,-0.019430801,-0.013672546,5.9842625,5.984264,1.4305115e-06
628,5.997935,-0.18455306,0.23147155,0.14862998,-0.27261463,-0.1766151,0.26142967,-0.020997494,-0.013249069,5.984686,5.9846835,2.3841858e-06
629,5.997935,0.69809175,-0.19516592,-0.09257311,-0.09503877,-0.23671871,0.08071693,-0.1991182,-0.03980604,5.958129,5.9581327,3.8146973e-06
630,5.997935,0.68429995,-0.24175657,0.04670959,0.08754734,0.18658094,0.2088434,0.18540515,1.1576298,7.155565,7.1555653,4.7683716e-07
631,5.997935,0.7306685,-0.19560298,0.06916069,0.08348287,0.2430218,0.36279058,0.26307535,1.5565968,7.5545316,7.5545354,3.8146973e-06
632,5.997935,0.8010999,-0.2192058,0.07232123,0.1139495,0.27480525,0.2954252,0.37379837,1.7121936,7.7101283,7.7101326,4.2915344e-06
633,5.997935,0.77606755,0.694945,0.047774624,0.06529166,0.25391975,0.42884582,0.2959627,2.562807,8.560741,8.560732,9.536743e-06
634,5.997935,0.8008635,0.6123795,0.026376486,0.1017616,0.24849723,0.20136009,0.27801767,2.269256,8.267191,8.267184,6.67572e-06
635,5.997935,0.10145134,-0.22258154,0.087678686,0.23867843,0.27180675,0.242559,0.25539222,0.9749849,6.9729195,6.9729204,9.536743e-07
636,5.997935,-0.9157003,0.4350682,-0.09151598,0.067329675,1.8257197e-05,-0.76971173,0.033288267,-1.2412237,4.756711,4.756712,9.536743e-07
637,5.997935,-0.70873326,0.28546146,-0.12366437,0.103831664,0.005698727,-0.67242086,-0.19811638,-1.307943,4.689992,4.689993,9.536743e-07
638,5.997935,-0.4739562,-0.23594801,-0.10226269,-0.059903815,0.019094,-0.28890076,-0.35547328,-1.4973507,4.500584,4.5005875,3.33786e-06
639,5.997935,0.08915809,-0.20060924,0.060303908,0.018995982,0.11883397,0.14302102,-0.23398069,-0.004276961,5.993658,5.993656,1.9073486e-06
640,5.997935,0.12449133,-0.007891576,0.033056755,0.07022922,0.18013656,0.3316346,0.1303689,0.8620258,6.8599606,6.8599544,6.198883e-06
641,5.997935,0.6545123,0.2513197,-0.043934636,-0.28964877,0.18878783,-0.044242218,0.38954774,1.106342,7.1042767,7.1042757,9.536743e-07
642,5.997935,1.272218,-0.1269408,-0.14331545,-0.110973656,0.21567424,0.39750257,0.4170434,1.9212081,7.9191427,7.919149,6.198883e-06
643,5.997935,-0.024687497,-0.16900052,-0.14504424,0.20631015,-1.3707485,-0.20983163,-0.0992502,-1.8122524,4.1856823,4.1856875,5.2452087e-06
644,5.997935,0.1947947,-0.14112778,-0.07502352,-0.1377004,-1.23346,-0.10633814,-0.16326475,-1.6621199,4.335815,4.3358145,4.7683716e-07
645,5.997935,0.14595225,-0.06156265,0.06266266,0.24225606,-0.16678336,-0.37904006,0.6466495,0.4901344,6.488069,6.4880652,3.8146973e-06
646,5.997935,-0.6128853,-0.31683722,-0.22927287,-0.5525636,-0.51785177,-0.9722874,-0.7093297,-3.911028,2.086907,2.0869048,2.1457672e-06
647,5.997935,0.63844424,0.05127749,0.039948985,-0.077268794,0.14426959,0.17056596,0.11666258,1.0839001,7.081835,7.0818315,3.33786e-06
648,5.997935,-0.09054619,-0.16598532,0.05574511,-0.16544439,0.24864288,0.4300244,0.14705661,0.45949307,6.457428,6.4574304,2.3841858e-06
649,5.997935,0.47624803,-0.13192824,0.0012929703,-0.11460516,0.13229282,0.06434019,0.26671985,0.6943605,6.692295,6.692294,9.536743e-07
650,5.997935,0.5086707,-0.10697488,0.052461646,-0.12821092,0.11997399,-0.025329974,0.08735133,0.5079419,6.5058765,6.5058756,9.536743e-07
651,5.997935,0.5177718,0.2623746,0.0010736524,0.0946173,0.12719603,0.10737187,0.28188422,1.3922894,7.3902245,7.3902225,1.9073486e-06
652,5.997935,0.038504276,0.14814334,0.031165415,0.15452668,0.2348459,0.39704332,0.36453164,1.3687606,7.3666954,7.366696,4.7683716e-07
653,5.997935,0.058476448,0.5424702,0.01942378,0.012059482,0.2935626,0.41995072,0.35401306,1.6999563,7.697891,7.697893,1.9073486e-06
654,5.997935,0.5266674,0.55733407,0.008660349,0.068666495,0.19013508,0.029114975,0.37790087,1.7584792,7.756414,7.7564135,4.7683716e-07
655,5.997935,0.30414763,0.27827966,-0.059043102,0.022635896,0.1766363,-0.040874958,-0.094587736,0.5871936,6.5851283,6.5851254,2.861023e-06
656,5.997935,-0.25425354,-0.3730558,-0.024671605,-0.20425755,-0.6581692,-0.52792674,-0.47508228,-2.5174165,3.4805183,3.4805138,4.529953e-06
657,5.997935,1.7094746,-0.042371195,0.025663307,-0.05043684,0.15274815,0.18164691,0.026941128,2.003666,8.0016,8.001603,2.861023e-06
658,5.997935,1.672097,-0.0555522,0.06078036,-0.039381627,0.16628419,0.43141815,0.36954296,2.6051888,8.603124,8.60312,3.8146973e-06
659,5.997935,-0.71933573,-0.0902899,-0.08439273,-0.19245455,0.003896249,-0.040328626,-0.05860825,-1.1815135,4.8164215,4.816423,1.4305115e-06
660,5.997935,-0.68363637,-0.19510755,-0.01619456,-0.05219155,0.052074112,-0.1757901,-0.24376342,-1.3146094,4.6833253,4.683325,4.7683716e-07
661,5.997935,0.45055535,-0.07742044,-0.007230556,-0.1390974,0.11621975,-0.068996646,-0.13674244,0.13728765,6.1352224,6.13522,2.3841858e-06
662,5.997935,-0.8158933,-0.0037624978,-0.056915734,-0.101267934,-0.21201687,-0.16206367,-0.053934254,-1.4058542,4.5920806,4.592084,3.33786e-06
663,5.997935,-1.6242244,-0.40982288,-0.17307594,-0.5041222,-0.47604662,-1.1842642,-0.50363034,-4.8751864,1.1227484,1.1227463,2.026558e-06
664,5.997935,0.37141433,0.13397394,0.051994313,-0.45276815,0.057743285,-0.044916905,-0.2503941,-0.13295329,5.8649817,5.864979,2.861023e-06
665,5.997935,-1.1941766,-0.6051495,-0.12117232,-0.9255447,-1.602967,-0.39230374,-0.6534237,-5.4947376,0.5031972,0.50319546,1.7285347e-06
666,5.997935,-0.20691213,0.1710631,0.08133287,-0.38923982,-0.35027936,0.031667866,-0.2945045,-0.956872,5.041063,5.0410557,7.1525574e-06
667,5.997935,0.5605627,-0.17536096,0.02784048,-0.10665781,0.0933288,0.12771793,-0.10684221,0.4205889,6.418524,6.4185224,1.4305115e-06
668,5.997935,-0.7813461,0.03518383,-0.25643322,-0.19648178,-0.06460244,0.2128309,-0.40385297,-1.4547018,4.543233,4.5432363,3.33786e-06
669,5.997935,0.8070673,0.13822429,-0.09882109,0.03791825,-0.22368075,0.11942563,0.24377973,1.0239134,7.021848,7.021848,0.0
670,5.997935,0.5488765,0.13836089,-0.101497374,-0.12620027,0.11395781,0.044674143,0.20963407,0.8278058,6.825741,6.825742,9.536743e-07
671,5.997935,0.104872525,0.05755698,0.13722064,0.15241416,-0.07167526,0.11324884,0.06580879,0.55944663,6.5573816,6.5573797,1.9073486e-06
672,5.997935,0.22554298,0.02817547,-0.08667737,0.21595517,1.5087873,0.11073603,0.03157323,2.034093,8.032028,8.032022,5.722046e-06
673,5.997935,0.22772807,0.38033983,0.08426921,0.32735482,0.2406445,0.17250982,-0.16970879,1.2631373,7.261072,7.261072,0.0
674,5.997935,-0.069349706,-0.028736848,0.104782365,0.08279235,1.7762548,0.4088164,0.25698075,2.53154,8.529474,8.52948,5.722046e-06
675,5.997935,0.15591936,-0.10871969,-0.009952776,0.36715415,0.18556672,0.4926475,-0.03430169,1.0483136,7.0462484,7.0462523,3.8146973e-06
676,5.997935,0.7432994,0.85095143,0.103111535,0.4125997,1.5849404,-0.009785243,0.17459278,3.8597102,9.857645,9.857635,1.04904175e-05
677,5.997935,0.77059394,0.8760935,0.106110245,0.55221075,1.5838772,0.32069078,0.174512,4.384088,10.382023,10.382012,1.04904175e-05
678,5.997935,0.45906514,0.10733814,0.071330726,0.56637394,1.7944391,0.26456925,-0.01873389,3.2443824,9.242317,9.242319,1.9073486e-06
679,5.997935,0.716512,0.43952176,0.10881107,0.20380488,0.012775241,0.29581895,0.052377194,1.829621,7.8275557,7.8275614,5.722046e-06
680,5.997935,0.79688615,0.5878749,0.12883838,0.43155655,0.0038151443,0.007234087,0.18873833,2.1449437,8.142879,8.142876,2.861023e-06
681,5.997935,0.15918143,-0.3811296,-0.2165059,-0.37218037,-0.39638492,-0.5336817,-0.34579146,-2.0864925,3.9114423,3.9114416,7.1525574e-07
682,5.997935,0.2365224,-0.31426167,-0.23744792,-0.43051285,-0.40841132,-0.5305887,-0.13098434,-1.8156843,4.1822505,4.1822467,3.8146973e-06
683,5.997935,-0.022322698,-0.1924912,0.10418544,-0.24001975,0.12815,-0.25059175,-0.016127586,-0.48921758,5.508717,5.508719,1.9073486e-06
684,5.997935,-0.5600888,-0.1035908,-0.08172677,-0.040791716,-0.43590644,-0.57887965,0.3455971,-1.4553871,4.5425477,4.5425477,0.0
685,5.997935,-0.08661872,0.44765437,0.006511228,0.26839307,0.23138875,0.23412016,-0.47317603,0.6282729,6.626208,6.6262054,2.3841858e-06
686,5.997935,0.1561491,0.66049516,0.10045479,0.2553923,-0.06584666,0.27893296,-0.096428216,1.2891493,7.287084,7.2870836,4.7683716e-07
687,5.997935,-1.065496,-0.09135976,-0.26631722,-0.059406236,-0.019196756,0.06285812,-0.2959783,-1.7348962,4.2630386,4.2630405,1.9073486e-06
688,5.997935,-0.97853166,-0.0778022,-0.1775373,-0.053403903,0.015214721,0.10429782,0.11979241,-1.04797,4.9499645,4.9499626,1.9073486e-06
689,5.997935,-0.6226837,-0.06704607,-0.10829551,-0.03927053,0.08264513,0.09534874,0.15851049,-0.50079143,5.4971433,5.497142,1.4305115e-06
690,5.997935,-0.935732,-0.083825134,-0.18811144,0.011460711,0.01712082,0.10174253,-0.13883132,-1.2161758,4.7817593,4.781756,3.33786e-06
691,5.997935,-0.64307505,0.056268055,0.25767514,0.23498817,-0.004576725,0.3009649,-0.1516613,0.050583154,6.048518,6.0485144,3.8146973e-06
692,5.997935,-0.11869503,-0.07779219,0.06241237,0.022597047,-0.021097392,0.09909388,0.095945194,0.062463872,6.0603986,6.060399,4.7683716e-07
693,5.997935,-0.11558075,-0.06154958,0.04474133,0.060245365,-0.05416798,0.113396466,0.14091083,0.12799567,6.1259303,6.125931,4.7683716e-07
694,5.997935,-0.12665845,-0.006337843,0.055869702,-0.22766633,-0.22386527,-0.037793715,-0.1512719,-0.7177238,5.280211,5.280212,9.536743e-07
695,5.997935,-0.2951604,-0.40641457,-0.01711924,-0.034369197,-0.29652196,-0.20432837,-0.33094162,-1.5848553,4.4130793,4.4130774,1.9073486e-06
696,5.997935,-0.23102157,-0.34129027,0.041896302,-0.024049114,0.2283847,0.085877806,-0.14064796,-0.38085008,5.6170845,5.6170845,0.0
697,5.997935,-0.30523285,-0.33463535,0.006163539,-0.01754824,0.20416321,-0.0010825571,0.15710153,-0.29107076,5.706864,5.706865,9.536743e-07
698,5.997935,0.41808292,0.422639,0.24230827,0.7609678,0.5312409,0.29204705,0.24913713,2.916423,8.914358,8.914368,9.536743e-06
