model,seed,n_features,MSE_ln,MAE_ln,MSE_lg,MAE_lg,R2
M0_原始6特征,105,6,1.2010391193447547,0.859237665557047,0.22653002647694845,0.37316217679485725,0.4924485984198642
M0_原始6特征,106,6,1.1316770230433235,0.7950742350352918,0.21344752378525253,0.3452963529792763,0.602072883782223
M0_原始6特征,107,6,0.8420386995984325,0.7206911762212352,0.1588183480807129,0.3129922009892465,0.5873778534315011
M0_原始6特征,108,6,1.3052300713446112,0.8582448940444183,0.246181658746897,0.3727310216051319,0.5243895898122968
M0_原始6特征,109,6,0.9489435922769037,0.7229202549996672,0.17898186130764382,0.3139602776024471,0.6591461689132927
M0_原始6特征,110,6,1.4272857911831667,0.8368678423713436,0.269202795195621,0.3634470860241549,0.5823233382017186
M0_原始6特征,111,6,1.3314384633141434,0.834411601186893,0.251124868032216,0.3623803540315244,0.5280607772673935
M0_原始6特征,112,6,1.2503520968135864,0.815888935194046,0.23583103084204027,0.354336062400694,0.5912439387685526
M0_原始6特征,113,6,1.0636547361011457,0.7652464646966566,0.2006177248104774,0.3323423169137295,0.5603578043483374
M0_原始6特征,114,6,0.9656359044967017,0.7389302079092589,0.1821302266424676,0.3209133118066137,0.6172922960001892
M0_原始6特征,115,6,1.0542725666841244,0.8255868139078608,0.19884813791508257,0.35854779761227074,0.6066358944034504
M0_原始6特征,116,6,1.0985818285140578,0.8074914758819105,0.20720538298215824,0.35068909215942645,0.5815202967438915
M0_原始6特征,117,6,1.4015316418141475,0.8370304309475594,0.2643452613780397,0.36351769734562583,0.5016298136708679
M0_原始6特征,118,6,1.3523747773362906,0.8890358173387686,0.2550737017491012,0.3861033496845745,0.5392672138469039
M0_原始6特征,119,6,0.8796649222765248,0.7221712329664205,0.16591509379216476,0.31363498146658414,0.5858685054918658
M0_原始6特征,120,6,1.4647553586395468,0.9392266965794143,0.27626999389986,0.4079009715806594,0.4330664957066629
M0_原始6特征,121,6,1.1747512084436775,0.8661519169260602,0.22157181899100617,0.3761649980109117,0.6211471479351952
M0_原始6特征,122,6,1.232255422034921,0.8377074974598121,0.23241778630176893,0.3638117435957787,0.4942798063157169
M0_原始6特征,123,6,1.2264970741567591,0.7992462627536308,0.23133169453648558,0.3471082415956983,0.5509597508948316
M0_原始6特征,124,6,1.4534122092698292,0.9188618907678618,0.27413054324778136,0.3990566487916709,0.625581278750609
M0_原始6特征,125,6,0.9682703689523846,0.7708773611970611,0.18262711745417076,0.33478778419202354,0.6037926460863404
